Area,Frontage,Floors,Bedrooms,Bathrooms,Legal status,Price
0.5712198685171658,0.5,0.6666666666666666,0.375,0.375,Have certificate,0.8285714285714284
0.6201607012417822,0.5,0.5,0.375,0.375,Sale contract,0.5428571428571428
0.25493060628195763,0.5,0.16666666666666666,0.0,0.0,Have certificate,0.2952380952380952
0.2695398100803506,0.3999999999999999,0.5,0.375,0.625,Have certificate,0.638095238095238
0.8027757487216947,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.49523809523809526
0.9999999999999999,0.625,0.16666666666666666,0.375,0.375,Sale contract,0.37142857142857144
0.48210372534696855,0.375,0.33333333333333337,0.375,0.625,Have certificate,0.8571428571428571
0.7078159240321402,0.625,0.33333333333333337,0.875,0.375,Have certificate,0.6761904761904761
0.1964937910883857,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.5857142857142857
0.5982468955441929,0.5,0.33333333333333337,0.625,0.625,Have certificate,0.4666666666666667
0.3718042366691015,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.680952380952381
0.3623082542001461,1.0,0.6666666666666666,1.0,0.375,Have certificate,0.6285714285714284
0.5105916727538349,0.625,0.5,0.625,0.625,Have certificate,0.8095238095238094
0.5617238860482103,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.8571428571428571
0.8539079620160701,0.5,0.16666666666666666,0.375,0.375,Have certificate,0.2
0.5799853907962016,0.5,0.5,0.625,0.375,Have certificate,0.4485714285714285
0.35719503287070853,0.375,0.5,0.625,0.625,Have certificate,0.5238095238095238
0.3060628195763331,0.875,0.5,0.625,0.625,Have certificate,0.6333333333333333
0.9999999999999999,1.0,0.16666666666666666,0.375,0.375,Sale contract,0.438095238095238
0.8539079620160701,0.5,0.33333333333333337,0.625,0.375,Have certificate,0.7047619047619048
0.44485025566106645,0.375,0.33333333333333337,0.625,0.375,Have certificate,0.3523809523809524
0.34258582907231555,0.30000000000000004,0.6666666666666666,1.0,1.0,Have certificate,0.7523809523809524
0.24032140248356465,1.0,0.6666666666666666,0.375,0.625,Have certificate,0.438095238095238
0.9999999999999999,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.5047619047619047
0.6201607012417822,0.5,0.5,0.375,0.375,Have certificate,0.5333333333333332
0.9999999999999999,0.5,0.16666666666666666,0.375,0.375,Sale contract,0.6476190476190475
0.7034331628926224,0.375,0.16666666666666666,0.375,0.125,Have certificate,0.8095238095238094
0.21840759678597516,0.5,0.6666666666666666,0.375,0.375,Have certificate,0.3761904761904762
0.7078159240321402,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.619047619047619
0.22571219868517164,0.5,0.5,0.375,0.375,Have certificate,0.18095238095238092
0.7078159240321402,1.0,0.33333333333333337,0.625,0.875,Have certificate,0.5238095238095238
0.4156318480642805,1.0,0.5,0.875,0.875,Have certificate,0.3333333333333333
0.5982468955441929,0.5,0.5,0.625,1.0,Have certificate,0.3047619047619048
0.5180423666910153,0.7,0.33333333333333337,0.375,0.375,Have certificate,0.13142857142857142
0.4338933528122717,0.625,0.6666666666666666,0.375,0.375,Have certificate,0.619047619047619
0.6128560993425858,0.625,0.6666666666666666,0.875,0.875,Have certificate,0.8571428571428571
0.3864134404674945,0.625,0.33333333333333337,0.375,0.375,Have certificate,0.16190476190476194
0.6347699050401753,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.4285714285714285
0.4010226442658875,0.5,0.33333333333333337,0.375,0.375,Sale contract,0.34380952380952384
0.23301680058436813,0.625,0.6666666666666666,0.875,0.625,Have certificate,0.557142857142857
0.34550766983199416,0.5,0.33333333333333337,0.625,0.625,Have certificate,0.26190476190476186
0.3718042366691015,0.5,0.33333333333333337,0.625,0.625,Have certificate,0.3142857142857142
0.3966398831263696,0.5,0.33333333333333337,0.375,0.125,Have certificate,0.29047619047619044
0.3864134404674945,0.32999999999999996,0.6666666666666666,1.0,0.875,Have certificate,0.5238095238095238
0.9999999999999999,0.375,0.16666666666666666,0.625,0.375,Have certificate,0.20952380952380956
0.3553688823959094,0.5,0.5,0.625,0.875,Have certificate,0.7809523809523808
0.1745799853907962,0.375,0.6666666666666666,0.625,0.875,Have certificate,0.6333333333333333
0.8173849525200876,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.8142857142857143
0.5690284879474068,0.5,0.6666666666666666,0.375,0.375,Have certificate,0.8476190476190476
0.7282688093498904,1.0,0.16666666666666666,0.625,0.625,Have certificate,0.438095238095238
0.3279766252739226,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.4571428571428571
0.379108838568298,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.5523809523809523
0.38823959094229366,0.5,0.33333333333333337,0.625,0.375,Have certificate,0.3133333333333333
0.45215485756026297,0.5,0.16666666666666666,0.375,0.375,Have certificate,0.2857142857142857
0.5617238860482103,1.0,0.6666666666666666,0.875,1.0,Have certificate,0.5238095238095238
0.4156318480642805,0.375,0.33333333333333337,0.375,0.375,Sale contract,0.5714285714285714
0.21840759678597516,0.125,0.6666666666666666,0.375,0.625,Have certificate,0.33142857142857146
0.25493060628195763,0.42500000000000004,0.5,0.375,0.625,Have certificate,0.5504761904761905
0.9999999999999999,0.625,0.33333333333333337,0.375,0.375,Sale contract,0.37142857142857144
0.2841490138787436,0.5,0.33333333333333337,0.125,0.375,Have certificate,0.5238095238095238
0.4156318480642805,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.5714285714285714
0.1964937910883857,0.22499999999999998,0.8333333333333334,0.625,0.875,Have certificate,0.44285714285714284
0.5471146822498174,0.875,0.6666666666666666,0.375,0.375,Have certificate,0.8380952380952381
0.29510591672753833,0.5,0.5,0.375,0.625,Have certificate,0.49523809523809526
0.15193571950328705,0.25,0.16666666666666666,0.125,0.125,Have certificate,0.3047619047619048
