City,Area,Frontage,Floors,Bedrooms,Bathrooms,Legal status,Price
Vĩnh Long,83.99999999999999,4.0,4.0,5.0,5.5,Have certificate,8.99
Bà Rịa Vũng Tàu,66.99999999999999,6.5,3.0,3.0,3.0,Have certificate,4.1
Vĩnh Long,100.0,5.0,3.0,4.0,4.0,Have certificate,8.9
Hà Giang,35.99999999999999,4.0,1.9999999999999996,2.0,2.0,Have certificate,2.579999999999999
Bình Dương,37.99999999999999,4.5,5.0,3.0,4.0,Have certificate,5.999999999999999
Hưng Yên,34.99999999999999,4.5,4.0,3.0,3.0,Have certificate,5.799999999999999
Nam Từ Liêm,60.00000000000001,4.0,3.0,3.0,3.0,Have certificate,3.7999999999999994
Hải Phòng,60.00000000000001,4.5,5.0,4.0,5.0,Have certificate,7.0
Đà Nẵng,104.99999999999999,6.5,3.0,3.0,4.0,Have certificate,8.5
Tuyên Quang,56.0,4.5,3.0,3.0,3.0,Have certificate,5.9
Bến Tre,37.0,4.6,5.0,3.0,4.0,Have certificate,5.3
Hậu Giang,46.00000000000001,5.0,4.0,3.0,3.0,Have certificate,6.099999999999999
Hưng Yên,59.0,5.0,4.0,3.0,3.0,Have certificate,4.2
Tuyên Quang,65.0,4.3,1.9999999999999996,2.0,3.0,Have certificate,5.249999999999999
Thừa Thiên Huế,114.99999999999999,5.0,3.0,3.0,3.0,Have certificate,5.699999999999999
Vĩnh Long,19.999999999999996,4.5,5.0,3.0,5.0,Have certificate,8.55
Hậu Giang,75.0,4.2,1.9999999999999996,3.0,2.0,Have certificate,5.499999999999999
Bình Dương,51.0,4.5,4.0,5.0,4.0,Have certificate,5.2
Vĩnh Long,41.3,3.06,4.0,4.0,3.0,Have certificate,8.0
Nam Từ Liêm,67.5,4.5,1.9999999999999996,2.0,2.0,Have certificate,1.8499999999999994
Vĩnh Long,124.99999999999999,5.0,3.0,3.0,2.0,Sale contract,2.099999999999999
Vĩnh Long,55.0,5.0,1.9999999999999996,2.0,2.0,Have certificate,5.069999999999999
Lâm Đồng,45.0,4.0,5.0,5.5,4.0,Have certificate,5.28
Thừa Thiên Huế,29.000000000000004,4.0,3.0,2.0,2.0,Have certificate,1.8499999999999994
Hà Giang,100.0,4.5,1.9999999999999996,3.0,2.0,Have certificate,2.049999999999999
Tphcm,43.0,3.9,5.0,5.5,5.0,Have certificate,9.499999999999998
Tphcm,72.89999999999999,6.5,1.9999999999999996,2.0,1.5,Have certificate,3.499999999999999
Bình Định,100.99999999999999,5.0,3.0,2.0,3.0,Have certificate,4.85
Đà Nẵng,46.99999999999999,6.5,3.0,3.0,3.0,Have certificate,6.95
Đà Nẵng,37.29999999999999,4.5,1.9999999999999996,2.0,1.5,Have certificate,2.999999999999999
Hưng Yên,51.99999999999999,4.2,1.9999999999999996,2.0,2.0,Have certificate,4.8999999999999995
Nam Từ Liêm,60.00000000000001,6.0,1.9999999999999996,2.0,2.0,Have certificate,3.5999999999999996
Bình Thuận,33.99999999999999,3.8,1.9999999999999996,2.0,2.0,Have certificate,4.75
Bình Định,94.99999999999999,3.8,3.0,4.0,3.0,Have certificate,4.5
Đà Nẵng,140.0,5.0,1.9999999999999996,5.5,5.5,Have certificate,2.049999999999999
Phú Thọ,60.00000000000001,3.5,1.9999999999999996,2.0,3.0,Have certificate,4.5
Yên Bái,140.0,4.5,1.0,3.0,2.0,Have certificate,7.0
Hà Giang,72.0,4.5,3.0,3.0,3.0,Have certificate,5.699999999999999
Yên Bái,31.999999999999993,4.0,4.0,5.0,4.0,Have certificate,3.749999999999999
Bình Dương,100.0,6.5,1.9999999999999996,3.0,2.0,Have certificate,3.5999999999999996
Tuyên Quang,60.00000000000001,4.0,5.0,4.0,5.5,Have certificate,8.489999999999998
Lâm Đồng,63.99999999999999,4.0,4.0,4.0,4.0,Have certificate,7.499999999999999
Nam Từ Liêm,45.0,4.5,5.0,3.0,4.0,Have certificate,5.779999999999999
Đường Số 11,100.0,5.0,1.0,2.0,2.0,Have certificate,3.65
Tphcm,101.99999999999999,6.5,3.0,3.0,1.5,Have certificate,3.1999999999999997
Hà Giang,79.99999999999999,4.0,1.9999999999999996,3.0,3.0,Have certificate,4.0
Thừa Thiên Huế,30.000000000000004,4.5,4.0,5.5,5.5,Have certificate,5.499999999999999
Bà Rịa Vũng Tàu,100.0,4.5,1.9999999999999996,3.0,2.0,Have certificate,5.699999999999999
Đà Nẵng,75.0,4.5,1.0,2.0,1.5,Have certificate,2.7999999999999985
Đà Nẵng,45.0,6.3,5.0,4.0,3.0,Have certificate,7.99
Đường Số 11,48.0,4.0,1.9999999999999996,3.0,2.0,Have certificate,6.4
Thừa Thiên Huế,49.99999999999999,4.0,3.0,3.0,3.0,Have certificate,9.0
Hậu Giang,35.99999999999999,5.0,5.0,3.0,3.0,Have certificate,5.499999999999999
Đường Số 11,49.99999999999999,4.5,5.0,5.5,3.0,Have certificate,6.5
Đà Nẵng,120.0,5.0,4.0,5.5,5.5,Have certificate,7.2
Hậu Giang,19.999999999999996,3.0,4.0,3.0,3.0,Have certificate,3.2999999999999994
Sơn La,29.000000000000004,4.5,5.0,3.0,3.0,Have certificate,1.649999999999999
Hải Phòng,63.99999999999999,4.5,4.0,5.0,5.5,Have certificate,6.699999999999999
Yên Bái,79.99999999999999,4.5,5.0,5.5,5.5,Have certificate,8.1
Vĩnh Long,117.0,6.0,4.0,5.0,4.0,Sale contract,9.499999999999998
Vĩnh Long,75.0,5.0,3.0,3.0,3.0,Have certificate,8.5
Bến Tre,72.99999999999999,4.0,1.9999999999999996,4.0,2.0,Have certificate,3.25
Hải Phòng,40.0,4.5,5.0,5.5,3.0,Have certificate,9.2
Đà Nẵng,50.5,4.5,5.0,4.0,3.0,Have certificate,4.349999999999999
Vĩnh Long,30.000000000000004,4.5,5.0,5.0,4.0,Have certificate,8.95
Đường Số 11,100.0,5.0,1.9999999999999996,4.0,4.0,Have certificate,4.65
Phú Thọ,37.99999999999999,4.5,3.0,4.0,3.0,Have certificate,3.7999999999999994
Hà Giang,35.99999999999999,4.5,4.0,4.0,3.0,Have certificate,6.05
Bình Thuận,65.99999999999999,4.0,5.0,4.0,5.0,Have certificate,7.2
Tuyên Quang,75.0,4.5,1.9999999999999996,2.0,2.0,Have certificate,3.749999999999999
Bình Dương,46.99999999999999,4.1,5.0,3.0,3.0,Have certificate,7.489999999999999
Bà Rịa Vũng Tàu,118.25,6.0,4.0,3.0,3.0,Sale contract,7.499999999999999
Bình Thuận,48.99999999999999,4.5,4.0,4.0,4.0,Have certificate,6.4
Lâm Đồng,35.99999999999999,3.3,5.0,4.0,3.0,Have certificate,6.5
Nam Từ Liêm,58.3,4.9,1.9999999999999996,3.0,2.0,Have certificate,2.7
Thừa Thiên Huế,69.99999999999999,4.5,4.0,4.0,4.0,Have certificate,7.3
Bà Rịa Vũng Tàu,60.00000000000001,4.5,4.0,4.0,3.0,Have certificate,2.959999999999999
Thừa Thiên Huế,30.999999999999993,4.5,4.0,3.0,3.0,Have certificate,5.3
Hà Giang,60.99999999999999,4.0,1.9999999999999996,1.5,1.5,Have certificate,4.449999999999999
Lâm Đồng,40.0,4.5,3.0,3.0,3.0,Have certificate,7.35
Bình Thuận,63.99999999999999,4.5,1.9999999999999996,2.0,2.0,Have certificate,6.099999999999999
Phú Thọ,39.0,4.5,1.9999999999999996,2.0,2.0,Have certificate,3.1
Tuyên Quang,35.99999999999999,4.5,5.0,4.0,3.0,Have certificate,2.9499999999999997
Thừa Thiên Huế,37.99999999999999,4.5,3.0,4.0,3.0,Have certificate,2.749999999999999
Bình Thuận,40.0,4.5,3.0,3.0,3.0,Have certificate,5.29
Thừa Thiên Huế,34.99999999999999,4.5,5.0,4.0,3.0,Have certificate,3.1999999999999997
Sơn La,51.99999999999999,4.5,3.0,3.0,4.0,Have certificate,7.2
Hà Giang,80.99999999999999,4.0,3.0,4.0,5.0,Have certificate,8.9
Bến Tre,49.99999999999999,4.5,4.0,4.0,5.5,Have certificate,8.5
Bến Tre,40.0,4.6,5.0,3.0,4.0,Have certificate,5.3
Tphcm,39.0,4.5,5.0,3.0,3.0,Have certificate,5.599999999999999
Hưng Yên,42.0,4.5,5.0,3.0,3.0,Have certificate,6.099999999999999
Nam Từ Liêm,100.0,4.5,3.0,3.0,4.0,Have certificate,6.099999999999999
Nam Từ Liêm,72.0,4.5,1.0,1.5,1.5,Have certificate,7.95
Bình Thuận,100.0,4.5,3.0,4.0,4.0,Have certificate,6.199999999999999
Yên Bái,63.99999999999999,4.5,3.0,4.0,3.0,Have certificate,4.2
Tphcm,37.0,4.5,5.0,3.0,3.0,Have certificate,5.799999999999999
Vĩnh Long,110.0,4.5,1.9999999999999996,3.0,3.0,Have certificate,3.749999999999999
Lâm Đồng,48.0,4.5,1.0,1.5,1.5,Have certificate,4.799999999999999
Thừa Thiên Huế,140.0,6.5,1.9999999999999996,3.0,3.0,Have certificate,4.6
Nam Từ Liêm,58.8,4.5,1.9999999999999996,2.0,2.0,Have certificate,1.5499999999999992
Vĩnh Long,34.99999999999999,4.5,5.0,3.0,3.0,Have certificate,5.249999999999999
Phú Thọ,45.0,4.0,4.0,3.0,4.0,Have certificate,8.0
Yên Bái,100.0,4.5,3.0,4.0,3.0,Have certificate,4.299999999999999
Bến Tre,51.99999999999999,4.5,1.9999999999999996,3.0,2.0,Have certificate,5.2
Nam Từ Liêm,140.0,4.5,3.0,4.0,5.0,Have certificate,9.599999999999998
Hậu Giang,100.0,5.0,4.0,4.0,5.0,Have certificate,8.0
Tuyên Quang,69.39999999999999,6.5,1.0,3.0,2.0,Have certificate,4.7
Hải Phòng,31.999999999999993,4.2,5.0,3.0,4.0,Have certificate,6.15
Bình Định,120.0,5.0,3.0,1.5,1.5,Have certificate,9.599999999999998
Bến Tre,65.99999999999999,4.5,1.9999999999999996,3.0,2.0,Have certificate,3.2999999999999994
Đường Số 11,65.0,4.0,1.9999999999999996,2.0,2.0,Have certificate,3.2999999999999994
Phú Thọ,51.99999999999999,4.0,1.9999999999999996,2.0,2.0,Have certificate,3.289999999999999
Thừa Thiên Huế,67.99999999999999,5.0,5.0,5.0,5.0,Have certificate,6.3
Hà Giang,84.8,6.5,3.0,3.0,2.0,Have certificate,4.799999999999999
Tuyên Quang,41.00000000000001,4.5,4.0,4.0,3.0,Have certificate,4.379999999999999
Hậu Giang,86.0,4.0,3.0,1.5,1.5,Have certificate,8.599999999999998
Lâm Đồng,62.99999999999999,4.1,1.0,2.0,1.5,Have certificate,4.299999999999999
Nam Từ Liêm,100.0,5.0,3.0,3.0,3.0,Have certificate,7.499999999999999
Bến Tre,85.0,6.5,4.0,4.0,4.0,Have certificate,8.9
Tuyên Quang,46.00000000000001,3.8,6.0,3.0,3.0,Have certificate,5.799999999999999
Đường Số 11,48.99999999999999,5.0,1.9999999999999996,3.0,2.0,Have certificate,2.999999999999999
Tphcm,34.99999999999999,4.5,5.0,3.0,3.0,Have certificate,4.999999999999999
Thừa Thiên Huế,60.00000000000001,4.0,3.0,4.0,3.0,Have certificate,5.2
Bà Rịa Vũng Tàu,100.0,4.5,3.0,3.0,4.0,Have certificate,7.799999999999999
Hà Giang,100.99999999999999,5.0,3.0,2.0,2.0,Have certificate,5.499999999999999
Tuyên Quang,110.0,4.5,3.0,4.0,4.0,Have certificate,5.9
Sơn La,140.0,6.5,1.9999999999999996,4.0,4.0,Have certificate,8.0
Bà Rịa Vũng Tàu,100.0,4.5,4.0,5.5,5.5,Have certificate,7.9
Vĩnh Long,100.0,5.0,1.9999999999999996,2.0,2.0,Have certificate,4.7
Đường Số 11,100.0,4.5,3.0,4.0,4.0,Have certificate,3.1
Phú Thọ,49.99999999999999,4.0,1.9999999999999996,3.0,2.0,Have certificate,5.799999999999999
Bình Định,33.99999999999999,6.0,5.0,3.0,4.0,Have certificate,4.95
Hậu Giang,79.99999999999999,4.5,3.0,4.0,4.0,Have certificate,9.1
Hà Giang,34.99999999999999,4.5,5.0,3.0,4.0,Have certificate,5.999999999999999
Bình Dương,59.0,4.0,3.0,3.0,3.0,Have certificate,6.5
Nam Từ Liêm,86.0,5.0,1.9999999999999996,5.5,5.5,Have certificate,4.6
Bình Định,49.99999999999999,4.5,6.0,5.0,5.0,Have certificate,9.01
Phú Thọ,30.999999999999993,6.5,4.0,3.0,5.0,Have certificate,4.95
Vĩnh Long,127.99999999999999,5.1,1.0,5.5,5.5,Have certificate,6.4
Bình Thuận,60.00000000000001,4.0,3.0,4.0,3.0,Have certificate,5.699999999999999
Bà Rịa Vũng Tàu,87.99999999999999,4.0,3.0,4.0,4.0,Have certificate,3.5999999999999996
Vĩnh Long,96.99999999999999,5.0,1.9999999999999996,2.0,2.0,Have certificate,3.899999999999999
Hải Phòng,43.99999999999999,4.0,1.0,2.0,1.5,Sale contract,1.149999999999999
Bến Tre,49.99999999999999,4.0,5.0,3.0,3.0,Have certificate,9.25
Tuyên Quang,140.0,6.5,1.0,3.0,2.0,Have certificate,3.899999999999999
Bình Định,42.0,3.8,3.0,3.0,3.0,Have certificate,6.6899999999999995
Bình Thuận,63.99999999999999,4.0,3.0,3.0,3.0,Have certificate,3.25
Nam Từ Liêm,71.6,4.0,3.0,3.0,4.0,Have certificate,4.299999999999999
Nam Từ Liêm,43.0,6.5,1.9999999999999996,2.0,2.0,Have certificate,4.2
Bình Thuận,93.99999999999999,4.5,3.0,4.0,4.0,Have certificate,7.699999999999999
Lâm Đồng,63.99999999999999,4.0,3.0,4.0,4.0,Have certificate,8.0
Hải Phòng,46.99999999999999,4.0,1.9999999999999996,5.5,5.5,Have certificate,1.9999999999999996
Tuyên Quang,75.0,4.0,3.0,4.0,4.0,Have certificate,7.599999999999999
Phú Thọ,58.00000000000001,6.5,3.0,3.0,1.5,Have certificate,2.8899999999999997
Đà Nẵng,78.0,4.0,1.0,1.5,1.5,Have certificate,7.3
Nam Từ Liêm,25.0,4.5,4.0,3.0,3.0,Have certificate,3.7999999999999994
Bình Thuận,103.19999999999999,4.5,1.9999999999999996,3.0,2.0,Have certificate,7.599999999999999
Hưng Yên,49.99999999999999,4.0,3.0,3.0,3.0,Have certificate,3.8499999999999996
Lâm Đồng,140.0,4.5,1.0,2.0,2.0,Have certificate,6.5
Hậu Giang,53.0,4.3,4.0,3.0,3.0,Have certificate,8.4
Bến Tre,45.0,4.5,6.0,3.0,3.0,Have certificate,8.8
Bến Tre,37.99999999999999,3.9,5.0,5.5,4.0,Have certificate,6.9
Tphcm,42.0,4.0,4.0,4.0,3.0,Have certificate,5.499999999999999
Yên Bái,62.0,4.0,1.9999999999999996,3.0,2.0,Have certificate,3.499999999999999
Bình Định,100.0,4.5,3.0,4.0,4.0,Have certificate,5.999999999999999
Hưng Yên,56.0,4.5,1.9999999999999996,3.0,3.0,Have certificate,1.8499999999999994
Đường Số 11,39.0,3.1,5.0,3.0,4.0,Have certificate,5.859999999999999
Bình Thuận,90.0,4.5,3.0,3.0,3.0,Have certificate,9.599999999999998
Hà Giang,48.99999999999999,4.5,5.0,5.0,4.0,Have certificate,5.799999999999999
Hà Giang,69.0,4.0,1.9999999999999996,2.0,2.0,Have certificate,7.0
Nam Từ Liêm,65.99999999999999,4.0,1.0,2.0,2.0,Have certificate,3.9499999999999993
Hà Giang,57.0,4.5,1.9999999999999996,2.0,3.0,Have certificate,4.2
Sơn La,140.0,4.5,3.0,2.0,2.0,Have certificate,2.6
Hải Phòng,79.99999999999999,4.0,1.9999999999999996,3.0,2.0,Have certificate,6.199999999999999
Phú Thọ,140.0,4.5,3.0,1.5,1.5,Have certificate,8.579999999999998
Sơn La,135.0,6.5,1.0,2.0,2.0,Have certificate,4.449999999999999
Sơn La,33.99999999999999,3.1499999999999995,3.0,2.0,2.0,Have certificate,4.15
Yên Bái,72.0,4.5,1.9999999999999996,3.0,3.0,Have certificate,5.6499999999999995
Bến Tre,124.89999999999999,4.5,3.0,2.0,1.5,Have certificate,6.9
Thừa Thiên Huế,140.0,6.5,1.0,2.0,2.0,Have certificate,1.1999999999999995
Hà Giang,45.0,4.5,4.0,4.0,4.0,Have certificate,9.25
Thừa Thiên Huế,49.99999999999999,4.5,5.0,5.0,5.0,Have certificate,5.249999999999999
Phú Thọ,24.0,2.5,4.0,3.0,3.0,Have certificate,7.499999999999999
Tuyên Quang,88.19999999999999,4.5,3.0,4.0,4.0,Have certificate,7.699999999999999
Thừa Thiên Huế,55.0,4.0,4.0,4.0,3.0,Have certificate,6.599999999999999
Hậu Giang,60.00000000000001,4.0,4.0,4.0,3.0,Have certificate,8.0
Vĩnh Long,49.99999999999999,4.0,5.0,5.5,4.0,Have certificate,6.749999999999999
Bình Thuận,55.0,6.5,6.0,3.0,3.0,Have certificate,9.0
Bình Thuận,49.99999999999999,5.0,5.0,4.0,4.0,Have certificate,9.499999999999998
Nam Từ Liêm,85.0,5.0,3.0,3.0,3.0,Have certificate,4.03
Đà Nẵng,45.0,4.5,6.0,3.0,4.0,Have certificate,8.2
Lâm Đồng,49.99999999999999,4.5,5.0,5.5,5.0,Have certificate,6.5
Vĩnh Long,75.0,5.0,3.0,3.0,3.0,Have certificate,6.799999999999999
Bà Rịa Vũng Tàu,40.0,4.5,5.0,4.0,3.0,Have certificate,6.3
Bình Dương,54.0,6.0,1.9999999999999996,4.0,2.0,Have certificate,6.35
Bình Thuận,56.0,2.7099999999999995,3.0,3.0,3.0,Have certificate,8.599999999999998
Hưng Yên,76.0,5.9,3.0,4.0,3.0,Have certificate,4.799999999999999
Đường Số 11,54.0,4.7,4.0,4.0,4.0,Have certificate,9.389999999999999
Tuyên Quang,32.99999999999999,4.5,4.0,4.0,3.0,Have certificate,4.2
Vĩnh Long,40.0,5.0,5.0,3.0,4.0,Have certificate,7.0
Lâm Đồng,58.00000000000001,4.5,4.0,4.0,3.0,Have certificate,7.9
Bình Thuận,40.0,3.5,5.0,5.5,4.0,Have certificate,8.2
Vĩnh Long,80.99999999999999,4.5,3.0,3.0,3.0,Have certificate,8.1
Bình Dương,31.999999999999993,4.5,3.0,3.0,3.0,Have certificate,4.679999999999999
Vĩnh Long,46.00000000000001,4.0,5.0,4.0,4.0,Have certificate,6.799999999999999
Hậu Giang,58.00000000000001,6.5,6.0,4.0,5.5,Have certificate,8.5
Tphcm,35.20000000000001,3.2,4.0,4.0,4.0,Have certificate,7.35
Nam Từ Liêm,65.99999999999999,4.0,4.0,4.0,5.0,Have certificate,6.25
Hải Phòng,140.0,4.5,3.0,4.0,3.0,Have certificate,4.5
Hưng Yên,97.49999999999999,5.0,3.0,4.0,4.0,Have certificate,4.4
Hưng Yên,40.0,3.0,6.0,3.0,5.0,Have certificate,6.5
Đà Nẵng,45.0,4.0,1.9999999999999996,2.0,2.0,Have certificate,4.799999999999999
Sơn La,120.0,6.0,3.0,3.0,4.0,Have certificate,6.799999999999999
Lâm Đồng,46.00000000000001,4.0,5.0,5.5,4.0,Have certificate,6.799999999999999
Đường Số 11,32.99999999999999,3.9,5.0,3.0,4.0,Have certificate,5.799999999999999
Vĩnh Long,32.99999999999999,4.0,5.0,3.0,4.0,Have certificate,5.98
Thừa Thiên Huế,62.0,4.5,3.0,3.0,4.0,Have certificate,5.999999999999999
Bình Dương,86.99999999999999,4.5,3.0,2.0,3.0,Have certificate,5.799999999999999
Nam Từ Liêm,104.99999999999999,4.5,1.0,3.0,2.0,Have certificate,2.2499999999999996
Bình Định,40.0,4.0,6.0,5.5,5.0,Have certificate,10.0
Vĩnh Long,42.0,4.0,5.0,5.5,4.0,Have certificate,5.599999999999999
Hậu Giang,52.49999999999999,5.0,5.0,5.5,4.0,Have certificate,6.35
Đà Nẵng,34.99999999999999,4.0,5.0,4.0,3.0,Have certificate,5.349999999999999
Bình Định,49.99999999999999,5.0,5.0,4.0,4.0,Have certificate,7.25
Vĩnh Long,34.99999999999999,4.0,5.0,3.0,3.0,Have certificate,5.4
Yên Bái,39.0,4.5,5.0,3.0,3.0,Have certificate,5.9
Hậu Giang,60.99999999999999,4.0,3.0,3.0,3.0,Have certificate,3.05
Bình Định,76.0,4.5,3.0,2.0,2.0,Have certificate,2.3999999999999995
Vĩnh Long,100.49999999999999,4.5,1.9999999999999996,3.0,2.0,Have certificate,4.2
Hưng Yên,62.4,4.5,3.0,2.0,3.0,Have certificate,2.2
Hậu Giang,42.0,4.5,1.9999999999999996,2.0,2.0,Have certificate,1.8499999999999994
Bình Định,60.00000000000001,4.5,1.9999999999999996,3.0,2.0,Have certificate,3.25
Thừa Thiên Huế,31.999999999999993,6.5,5.0,4.0,4.0,Have certificate,4.999999999999999
Vĩnh Long,55.0,4.5,4.0,4.0,3.0,Have certificate,3.4499999999999997
Đà Nẵng,25.0,4.0,5.0,3.0,4.0,Have certificate,4.799999999999999
Đường Số 11,40.0,4.0,6.0,3.0,5.0,Have certificate,9.36
Bình Thuận,37.99999999999999,3.6,6.0,3.0,4.0,Have certificate,8.35
Nam Từ Liêm,41.00000000000001,4.5,4.0,4.0,3.0,Have certificate,3.7999999999999994
Sơn La,27.99999999999999,4.0,5.0,3.0,3.0,Have certificate,6.4
Vĩnh Long,30.000000000000004,4.0,5.0,3.0,3.0,Have certificate,6.5
Bến Tre,58.00000000000001,4.4,4.0,5.0,3.0,Have certificate,8.599999999999998
Hà Giang,62.4,4.5,1.9999999999999996,3.0,2.0,Have certificate,3.859999999999999
Đà Nẵng,49.7,4.06,1.9999999999999996,3.0,2.0,Have certificate,4.7
Đường Số 11,39.199999999999996,4.3,5.0,3.0,4.0,Have certificate,6.799999999999999
Bình Định,43.0,4.5,3.0,3.0,3.0,Have certificate,2.35
Tphcm,60.00000000000001,4.5,1.9999999999999996,2.0,2.0,Have certificate,1.649999999999999
Hậu Giang,40.0,4.5,4.0,3.0,3.0,Have certificate,5.499999999999999
Bến Tre,53.0,4.0,1.0,2.0,1.5,Have certificate,3.7999999999999994
Vĩnh Long,51.0,4.0,3.0,3.0,3.0,Have certificate,2.9499999999999997
Vĩnh Long,49.99999999999999,5.0,4.0,4.0,4.0,Have certificate,6.099999999999999
Sơn La,92.0,4.0,3.0,3.0,3.0,Have certificate,5.499999999999999
Bến Tre,25.0,3.5,3.0,2.0,2.0,Have certificate,3.499999999999999
Hậu Giang,30.000000000000004,4.5,5.0,3.0,3.0,Have certificate,4.8999999999999995
Hậu Giang,40.0,4.5,5.0,3.0,3.0,Have certificate,6.9
Vĩnh Long,116.0,6.5,1.0,1.5,1.5,Have certificate,9.8
Bình Định,65.99999999999999,4.5,1.9999999999999996,2.0,2.0,Have certificate,8.5
Sơn La,34.99999999999999,4.5,5.0,3.0,3.0,Have certificate,6.95
Hưng Yên,63.99999999999999,4.0,3.0,3.0,3.0,Have certificate,3.9899999999999993
Bến Tre,100.99999999999999,5.8,1.0,3.0,3.0,Have certificate,6.099999999999999
Bình Thuận,49.99999999999999,4.0,5.0,4.0,5.0,Have certificate,6.199999999999999
Đường Số 11,86.99999999999999,3.46,3.0,3.0,3.0,Have certificate,4.8999999999999995
Vĩnh Long,31.999999999999993,4.5,1.9999999999999996,2.0,3.0,Have certificate,5.499999999999999
Tphcm,27.99999999999999,4.5,5.0,3.0,3.0,Have certificate,5.499999999999999
Bình Dương,30.999999999999993,5.0,6.0,4.0,5.0,Have certificate,7.35
Bình Dương,45.0,4.0,4.0,4.0,4.0,Have certificate,7.499999999999999
Sơn La,51.99999999999999,4.0,4.0,3.0,3.0,Have certificate,8.599999999999998
Bến Tre,74.3,5.0,1.9999999999999996,3.0,3.0,Have certificate,4.5
Phú Thọ,30.000000000000004,3.3999999999999995,4.0,3.0,3.0,Have certificate,4.2
Lâm Đồng,34.99999999999999,4.5,4.0,4.0,4.0,Have certificate,7.1
Hậu Giang,43.49999999999999,4.3,5.0,3.0,4.0,Have certificate,7.35
Bình Dương,72.0,4.0,3.0,3.0,4.0,Have certificate,8.1
Bình Dương,40.0,4.5,4.0,4.0,4.0,Have certificate,6.5
Đà Nẵng,49.99999999999999,4.0,5.0,5.0,3.0,Have certificate,6.799999999999999
Đường Số 11,60.99999999999999,4.5,3.0,4.0,4.0,Have certificate,7.4
Tuyên Quang,40.0,4.5,6.0,3.0,3.0,Have certificate,6.5
Bình Dương,40.0,4.5,1.9999999999999996,2.0,2.0,Have certificate,4.6
Tuyên Quang,43.0,5.0,5.0,4.0,3.0,Have certificate,7.9
Hải Phòng,40.0,4.5,4.0,4.0,4.0,Have certificate,5.9
Phú Thọ,37.99999999999999,3.3,4.0,4.0,3.0,Have certificate,7.3
Tphcm,57.0,4.5,1.9999999999999996,4.0,3.0,Have certificate,8.15
Bà Rịa Vũng Tàu,34.99999999999999,4.5,6.0,3.0,3.0,Have certificate,7.499999999999999
Bình Thuận,56.0,4.0,4.0,4.0,3.0,Have certificate,6.699999999999999
Bà Rịa Vũng Tàu,74.59999999999998,4.5,3.0,2.0,1.5,Have certificate,1.6999999999999993
Hưng Yên,124.99999999999999,5.0,3.0,3.0,3.0,Have certificate,4.299999999999999
Đường Số 11,41.4,4.5,1.9999999999999996,2.0,2.0,Have certificate,2.999999999999999
Bình Thuận,58.00000000000001,5.0,1.0,2.0,2.0,Have certificate,2.099999999999999
Bình Định,79.0,4.08,1.0,2.0,2.0,Have certificate,2.1499999999999995
Đường Số 11,40.0,4.5,5.0,3.0,4.0,Have certificate,6.799999999999999
Hưng Yên,55.0,4.0,4.0,3.0,3.0,Have certificate,2.999999999999999
Hưng Yên,45.0,4.5,5.0,5.5,5.5,Have certificate,5.1
Bến Tre,60.00000000000001,4.0,3.0,3.0,3.0,Have certificate,3.899999999999999
Tuyên Quang,24.0,4.0,4.0,3.0,4.0,Have certificate,4.799999999999999
Đà Nẵng,33.99999999999999,4.5,5.0,4.0,4.0,Have certificate,4.85
Đường Số 11,57.0,4.0,1.9999999999999996,3.0,3.0,Have certificate,5.549999999999998
Vĩnh Long,58.00000000000001,4.3,5.0,4.0,4.0,Have certificate,9.1
Tuyên Quang,46.99999999999999,4.5,3.0,4.0,3.0,Have certificate,7.0
Bình Dương,104.99999999999999,4.5,4.0,5.5,5.5,Have certificate,9.2
Bà Rịa Vũng Tàu,27.059999999999988,4.5,4.0,2.0,2.0,Have certificate,1.4999999999999998
Hưng Yên,16.999999999999993,4.5,4.0,2.0,3.0,Have certificate,2.8999999999999995
Bình Thuận,46.99999999999999,5.0,5.0,4.0,3.0,Have certificate,6.99
Bà Rịa Vũng Tàu,140.0,6.5,3.0,4.0,4.0,Have certificate,2.499999999999999
Thừa Thiên Huế,33.99999999999999,3.0,4.0,3.0,3.0,Have certificate,6.4
Bà Rịa Vũng Tàu,51.0,4.5,3.0,4.0,3.0,Have certificate,6.5
Thừa Thiên Huế,100.0,4.5,3.0,3.0,3.0,Have certificate,7.9
Tuyên Quang,79.99999999999999,4.5,4.0,4.0,4.0,Have certificate,6.199999999999999
Hà Giang,43.0,5.0,5.0,3.0,3.0,Have certificate,6.5
Hải Phòng,31.999999999999993,3.7,5.0,4.0,3.0,Have certificate,4.6
Sơn La,23.0,4.5,1.9999999999999996,1.5,2.0,Have certificate,2.7
Bình Dương,93.0,4.5,3.0,3.0,3.0,Have certificate,5.05
Bình Định,32.99999999999999,4.5,5.0,3.0,3.0,Have certificate,4.7
Yên Bái,101.99999999999999,5.0,3.0,3.0,4.0,Have certificate,7.0
Lâm Đồng,40.0,4.5,3.0,3.0,3.0,Have certificate,9.2
Phú Thọ,40.0,4.5,5.0,5.5,5.0,Have certificate,6.35
Bà Rịa Vũng Tàu,94.99999999999999,5.0,3.0,3.0,3.0,Have certificate,4.119999999999999
Bình Thuận,140.0,6.5,3.0,3.0,3.0,Have certificate,8.599999999999998
Đà Nẵng,57.0,4.5,3.0,4.0,3.0,Have certificate,6.4
Bình Dương,140.0,6.5,1.9999999999999996,3.0,2.0,Have certificate,5.699999999999999
