City,Area,Frontage,Floors,Bedrooms,Bathrooms,Legal status,Price
Bình Thuận,0.3133674214755296,0.5249999999999999,0.5,0.625,0.875,Have certificate,0.6657142857142857
Lâm Đồng,0.5252008765522279,0.625,0.6666666666666666,1.0,0.875,Sale contract,0.7333333333333332
Thừa Thiên Huế,0.7078159240321402,0.5,0.3333333333333333,0.375,0.375,Have certificate,0.219047619047619
Yên Bái,0.5909422936449963,0.875,0.6666666666666666,0.375,0.375,Have certificate,0.8047619047619047
Yên Bái,0.4156318480642805,0.25,0.1666666666666666,1.0,0.875,Have certificate,0.438095238095238
Sơn La,1.0,1.0,0.1666666666666666,0.625,0.625,Have certificate,0.5047619047619047
Nam Từ Liêm,0.5252008765522279,0.625,0.3333333333333333,0.375,0.375,Have certificate,0.638095238095238
Tuyên Quang,0.379108838568298,0.625,0.1666666666666666,0.625,0.375,Have certificate,0.2142857142857143
Hải Phòng,0.5471146822498174,0.875,0.6666666666666666,0.375,0.375,Have certificate,0.818095238095238
Đường Số 11,0.4696859021183345,0.375,0.6666666666666666,0.625,1.0,Have certificate,0.8095238095238094
Sơn La,0.1818845872899926,0.5,0.1666666666666666,0.125,0.125,Have certificate,0.2742857142857142
Vĩnh Long,1.0,0.5,0.1666666666666666,1.0,0.375,Have certificate,0.5428571428571428
Tphcm,0.5032870708546384,0.7749999999999999,0.0,0.375,0.375,Have certificate,0.8571428571428571
Vĩnh Long,0.5471146822498174,0.875,0.5,1.0,1.0,Have certificate,0.7266666666666667
Phú Thọ,0.4740686632578524,0.5,0.3333333333333333,0.625,1.0,Have certificate,0.5238095238095238
Hưng Yên,0.2914536157779401,0.5,0.3333333333333333,0.375,0.375,Have certificate,0.4619047619047618
Bà Rịa Vũng Tàu,0.2169466764061358,0.5,0.6666666666666666,0.375,0.375,Have certificate,0.619047619047619
Phú Thọ,1.0,0.5,0.1666666666666666,0.625,0.625,Have certificate,0.4
Tphcm,0.5032870708546384,1.0,0.1666666666666666,0.125,0.125,Have certificate,0.0952380952380952
Bình Định,0.4886778670562454,0.625,0.6666666666666666,1.0,0.625,Sale contract,0.7142857142857143
Tuyên Quang,0.5252008765522279,0.625,0.6666666666666666,0.875,0.625,Sale contract,0.6761904761904761
Yên Bái,0.5617238860482103,0.625,0.6666666666666666,0.375,0.375,Sale contract,0.7619047619047619
Vĩnh Long,1.0,0.5,0.1666666666666666,0.375,0.375,Have certificate,0.6476190476190475
Nam Từ Liêm,0.6201607012417822,0.75,0.6666666666666666,0.625,0.625,Have certificate,0.5238095238095238
Hà Giang,0.3718042366691015,0.825,0.5,1.0,1.0,Have certificate,0.7428571428571429
Yên Bái,0.2403214024835646,0.3249999999999999,0.6666666666666666,0.375,0.375,Have certificate,0.2714285714285714
Hải Phòng,0.2768444119795471,0.5,0.6666666666666666,0.625,0.625,Have certificate,0.8571428571428571
Bà Rịa Vũng Tàu,0.2330168005843681,0.5,0.5,0.375,0.375,Have certificate,0.1809523809523809
Bình Thuận,0.3133674214755296,0.5,0.3333333333333333,0.0,0.0,Sale contract,0.3142857142857142
Hưng Yên,1.0,1.0,0.5,0.375,0.375,Have certificate,0.4095238095238095
Phú Thọ,0.2549306062819576,0.5,0.3333333333333333,0.375,0.375,Have certificate,0.1047619047619047
Hà Giang,0.3060628195763331,0.625,0.3333333333333333,0.375,0.625,Have certificate,0.4714285714285714
